scenario,description,fold_aware_winsor,rf_smearing,ols_rolling_mean_mape_pct,ols_rolling_std_mape_pct,ols_headline_mape_pct,ols_random5_mean_mape_pct,ols_random5_std_mape_pct,ols_rolling_fold_mapes_pct,rf_rolling_mean_mape_pct,rf_headline_mape_pct
baseline_current_code,"Current code: full-sample winsor, RF without smear",False,False,87.67357278643861,15.722548511503412,74.11859756639983,84.67080341255298,8.731511185588914,"[101.40767442770908, 105.13985165958945, 70.02816749205607, 74.11859756639983]",97.93388500972831,63.30421045528516
A1_fold_aware_winsor,"A1: train-only winsor per fold (OLS), RF without smear",True,False,87.06853451587504,15.23736308969888,74.10831297163641,84.11797877921738,8.517328797909636,"[98.91556549083734, 105.22867850084697, 70.02158110017945, 74.10831297163641]",97.93388500972831,63.30421045528516
A2_rf_smearing_only,"A2: full-sample winsor (OLS), RF with Duan smearing",False,True,87.67357278643861,15.722548511503412,74.11859756639983,84.67080341255298,8.731511185588914,"[101.40767442770908, 105.13985165958945, 70.02816749205607, 74.11859756639983]",123.74258522475321,79.70510695302654
A1_plus_A2,A1 + A2: fold-aware winsor and RF smearing,True,True,87.06853451587504,15.23736308969888,74.10831297163641,84.11797877921738,8.517328797909636,"[98.91556549083734, 105.22867850084697, 70.02158110017945, 74.10831297163641]",123.74258522475321,79.70510695302654
