DEAL ID,DEAL NAME,DEAL DATE,DEAL TYPE,PRIMARY ASSET TYPE,ASSET REGIONS,ASSET COUNTRIES,ASSET CITIES,DEAL SIZE (EUR MN),TOTAL SIZE (SQ. M.),INITIAL CAPITALIZATION RATE (%),country,country_group,primary_asset_type,asset_city,transaction_year,transaction_quarter,price_per_sqm_eur,price_per_sqm_winsorized_eur,deal_size_winsorized_eur_mn,log_total_size_sqm,log_deal_size_eur_mn,index_source,rate_pct,index_value,log_index_value,year_built,actual_deal_size_eur_mn,actual_price_per_sqm_eur,model_year_effect,predicted_eur_mn,baseline_predicted_eur_mn,ape_pct,log_residual,absolute_residual_eur_mn,abs_log_residual
848128,Macken House,2026-04-08 01:00:00,Single Asset,Office,Europe,Ireland,Dublin,23.165,4770.0,,Ireland,Other Europe,Office,Dublin,2026,2026Q2,4856.394129979036,4856.394129979036,23.165,8.470101583882387,3.1426425188686116,ECB HICP rate proxy,0.55,276.78407817394583,5.623237701041232,,23.165,4856.394129979036,2025,31.59180163555811,21.353029898499557,36.37730039092644,-0.31025512615066164,8.42680163555811,0.31025512615066164
