DEAL ID,DEAL NAME,DEAL DATE,DEAL TYPE,PRIMARY LOCATION,PRIMARY ASSET TYPE,DEAL OVERVIEW,ASSET COUNTRIES,ASSET CITIES,NO. OF ASSETS,TOTAL SIZE (SQ. FT.),TOTAL SIZE (SQ. M.),DEAL SIZE (EUR MN),INITIAL CAPITALIZATION RATE (%)
848128,Macken House,2026-04-08 01:00:00,Single Asset,Ireland,Office,"In April 2026, Iroko acquired Macken House from Tetrarch Capital, on behalf of its ESB Pension Fund. The office property is located in Dublin, Ireland.",Ireland,Dublin,1.0,51344.28,4770.0,23.165,
